img,output,flag,username,timestamp
/Users/ramamurthi/pet_projects/geoguessr/flagged/img/tmphwp1e0yg.jpg,/Users/ramamurthi/pet_projects/geoguessr/flagged/output/tmpr51y0_r3.json,,,2023-09-07 00:30:31.048896
/Users/ramamurthi/pet_projects/geoguessr/flagged/img/tmplzfz7_0i.jpg,/Users/ramamurthi/pet_projects/geoguessr/flagged/output/tmpw43c9hsa.json,,,2023-09-07 00:30:33.053097
